YEAR,W_1,W_2,W_3,W_4,W_5,W_6,W_7,W_8,W_9,W_10,W_11,W_12,W_13,W_14,W_15,W_16,W_17,W_18,YIELD
12,16.989800026970826,21.936553174574893,18.092361017006148,25.377987927913058,29.231752136943538,22.60612754990403,22.271045855411774,18.60875786751003,15.998590891940355,0.7142991666211722,3.8394485168945875,2.338309623653031,1.1616716117594181,1.5491379947739863,1.6836471383815614,2.847165878720149,0.33980582892693395,1.3633108864604333,6.96
13,16.876359507071804,18.087661077896517,21.54633779234515,21.37789999783487,26.650838286173382,26.989663117496917,22.220770255896266,19.291653269917724,16.327825412691805,1.863989439121168,2.120771912309687,0.9007963249517745,1.2378762963839811,0.4146099385075601,3.9633129920757497,2.6694102122551984,1.8507528745636985,1.1674788876777618,10.01
14,19.692890761102703,20.42684828867243,20.807766175418188,30.593959695271003,25.935720178159368,19.09124331583556,19.42764994351563,18.893247906076816,16.054516607734694,3.0381643855971348,1.1073641314134997,2.7067365912862735,1.0920306374823316,0.17642881583898112,4.449178352778716,2.9539569219777433,0.9876368547360418,1.4030804177543823,9.08
15,17.91724055444416,20.785009019516625,21.584475151978843,22.753807467688706,22.485464890603634,22.058086297670094,19.759535355088854,18.994765475615747,15.856498758953201,1.945647057075775,1.6023844707334802,0.094273415258427,1.577944792652361,0.9462480114318549,2.637197316652725,3.065615461980268,4.665158102886845,2.3963505767424533,6.8
16,13.238453684957173,16.538324547352573,21.168090142596206,26.138878090513895,23.505273053633257,23.40507485919715,19.900309319714335,18.068518297468962,15.118405410397175,1.8168728442925555,1.6081584951479482,2.8171916963055113,3.281101731505859,1.7534866832733464,3.422824514458925,1.0303342676081728,2.499346896219405,2.197795293944103,6.03
17,11.617620822428828,19.48121578686985,25.697625728266974,24.747140016120547,23.196067429681825,21.84522384598488,21.85445687500385,18.36103789432922,15.250434349219459,0.8599404361124157,1.760533428944393,0.4873311986378563,0.7817880315349915,4.631819514600922,0.8725567161966806,1.7261433006847255,1.1152851708354143,2.2268300664698164,6.79
18,18.044731587536713,20.10534270163398,21.20705394576826,19.990767907225443,27.584445288379307,26.42385476809743,22.257470757180442,21.689436230162777,17.611928568574225,1.5469363920455224,0.7876036363809833,0.8550505864077499,4.055810936179428,0.29856945997574497,1.5917067252185761,0.2240095890492809,1.2639635192733967,0.6598290378723788,6.73
19,15.484785299006584,22.633630668741,18.221818946477974,22.27126309226427,21.76447575273674,21.589846293838402,18.09470937377191,17.290985068900326,15.172486749567499,0.5823100743177809,1.8440455127560482,3.4809066273657066,1.841958248114753,1.4526791269261898,0.862747571714116,3.191654740343735,0.6400993124085252,2.560199792285496,3.97
20,16.701865253795614,17.151282611609197,24.82302248558514,20.501248189079117,23.982930968219218,19.54631834174424,24.40882897854193,18.229914363200084,15.323040911974848,1.2407395134845824,1.3044034729050644,0.7888878087488066,3.268767713648807,0.36357404039132624,1.3207267881668479,4.202503464967593,2.4901640003811143,1.184855354482824,5.99
21,17.946101368019782,19.152032672046428,23.081317161800413,23.585632795422008,23.86867489372403,23.77012910469006,19.030380513484694,19.62755933183625,14.858856445535261,2.507710617321666,2.963353817109097,3.2975145120929605,1.5284645632332956,0.4773452221833997,0.5929941032287377,1.7198192415880347,0.36682578502110236,0.6489112987768667,5.62
22,15.321372785854678,18.718457943055533,24.380187553209065,21.807305097287394,25.74467531458355,27.279259978981287,21.56206979816649,18.808893493768743,14.663563009208502,1.4511969026849958,2.1029899000767616,2.163208943708574,1.217881079806143,0.19272341167532167,0.15988562431594222,1.585572465415472,1.253981991900593,0.26947134667695677,5.98
23,17.524287232235295,21.53108312242446,18.894436308189775,25.107267961496778,25.79251424297039,21.8094830753262,25.83328202340831,18.66129559641333,14.836368441154349,1.2146321062026393,2.0141521889320524,3.2095053665026625,1.3872157924909647,1.128038191889745,2.116548349080105,0.7308095973340311,1.8756340583719369,1.2615929614810746,7.6
24,20.292954410069694,20.288347182535887,21.624669229034794,22.23664201890092,26.94808498584046,22.43746241072828,23.972665590354314,20.955387276502538,15.87532606088005,0.4999102003028761,3.6071890548897954,4.808963474581911,1.688221388833385,0.7111912279649081,2.16108463609532,0.4566531964037622,1.68584512910951,3.055980055957214,9.41
25,19.237948595854913,15.932364889867959,19.768256299103506,22.410910694972138,22.02262831690553,24.94457080183269,23.232543742836455,20.023056264861268,15.410171879631784,1.1993425490887106,2.4375769365518107,2.5276951180509046,1.7848315522062363,1.8825508205587222,1.8910342061991376,4.265372588014129,0.4756616611763195,0.7536525792899923,7.87
26,16.037778290493893,20.66194239655075,22.289679855121154,23.54319675863362,22.9746289397738,22.430235091388003,22.92581598797728,20.455908631546116,14.327185219463844,3.0509540010355316,1.808175269817926,3.211117693692013,2.4566217475583825,1.613441130921279,5.135125539543189,3.0824829857123843,1.7003674817733714,2.5042107780784533,11.03
27,17.24037606592115,19.712797019449287,19.368184521346183,24.075563211058615,31.3321060113704,22.344657385801728,22.133956503167877,22.33982003651274,15.403674875968157,0.8822671061132746,0.9272061031686839,2.5725726602522156,0.5141023837077467,0.8755090223272614,2.0576579264131274,4.426428653781691,0.7872462239420631,1.5910169795109381,7.47
28,21.090283431731528,21.666846029113074,20.81196583274879,24.837760039656605,22.406383120590625,24.763627982418306,23.382955689614818,18.883675592700904,14.777557250081983,0.16998603986661412,0.3767748386997294,1.8744524270126248,0.3430765005049735,1.527473003468852,0.4172728914735709,0.6915310176034865,2.872907921615711,1.9970460364115326,6.08
29,15.992610409305763,24.479988233899597,24.31506800570081,24.118128540791798,23.11587107126457,24.449356042765086,24.5030418077994,22.528750522979372,13.256264092304002,2.524325089568104,1.5753449845025194,0.9861073597603532,1.6970983746007824,3.086071096294277,1.4344189403082717,0.5953140752568904,1.415760875940031,2.3772099245713982,9.61
30,18.681664676722217,18.45466755724909,19.702014090763935,18.724658472208507,21.704369333398546,21.815410769144947,21.96316665477292,19.769985672311567,14.3388296772535,1.5324153315359608,1.6302227307873955,2.0690107470143118,2.2569483312706122,1.8902841847087255,1.0389316244645193,1.4216588810608706,2.2141481400762957,0.7425206425764053,4.58
31,14.254029127745266,20.53951872046319,25.5074562532971,26.7357961364254,23.24417457416863,25.782522787504355,19.85638782098264,15.632299154120009,14.08375427233738,1.5268140485598094,2.3277333042637185,0.18677450593469466,1.9844477730974344,0.6427094182180993,2.0642493976409844,2.972262504245514,1.2593190169718103,1.1255421400709829,5.74
32,16.163049723196274,20.977434453375842,20.666848024757876,23.8877030560532,24.84673331580878,24.14449019399264,18.630485230046283,18.43269909747072,16.15201929006777,0.7573388861841023,1.3923957126636721,1.5886580775242323,0.5483871196767053,1.464048836725953,0.879104919698257,2.072701671195333,1.4623272175372353,1.260164159704095,6.29
33,19.44360582250313,21.159281109946676,21.779531750850833,22.97382436863473,25.37751783432568,26.97132083828709,23.723623195643842,21.161673597360373,15.088371682194733,1.5263914587005363,3.749390162497904,0.5111515602639183,0.5361424919652977,0.15805794640065668,0.9584991149128212,2.0078738626550794,0.4992570483136392,4.0173956460659115,3.51
34,15.317701126317175,15.860710902812112,17.801225452919084,20.897572331999772,25.692960422710264,24.588473913033468,23.146961241018452,19.34967896383043,14.757815012202691,1.5017798655018488,4.532363748458609,3.8042427711188047,1.6012705068484956,0.8499551496707815,1.799280407606415,1.1446156286979003,0.0,3.2839586682428696,4.13
35,15.148463818062558,19.464050069659024,18.52943961596065,26.89061469565605,19.06618851347293,22.240765186250165,23.01503194705963,22.143438821561855,15.149101704899307,1.9854391242926197,2.0052226104119057,3.019819326633571,1.3975711066989596,1.9484606084627978,0.9574711980437659,0.43268541146819894,0.3194633967680248,2.67343482844672,4.81
36,22.89252800143044,16.888668359748742,21.691654751751862,23.587334779382683,25.372104459946065,25.47126710282363,22.630262253222902,18.899314956860273,15.423334600533236,0.6549004439110635,1.204028505330018,5.391524947322177,3.42782726501922,1.5386254821531147,1.3378663402897042,1.010432858964753,1.4407288423710236,1.8620364954381756,9.79
37,21.44632477273793,22.34451665297412,20.916569110638697,26.262651629577313,28.016954228293486,21.00008068903275,23.542025392268467,20.414268548653638,15.262934429267595,0.8646286720888611,1.2670527735877672,3.629099553063381,1.300530852280816,0.26021298332515164,1.8935477370610538,1.0827032883282492,0.4045396144065371,0.7498684420973373,5.71
38,18.329235247055518,16.03388354441689,20.481324196378253,20.51704735135234,25.326352501158624,25.931290280176235,20.8995950703767,18.771259999475365,15.214850056271755,0.574561829634864,1.0175056688339095,1.4231077152470237,3.965330736448093,1.8970461845704185,2.872295144904137,1.8660742356689795,1.802790067412177,4.268615919493917,6.39
39,20.746119400975015,20.22249945994244,25.75976201428664,30.66364345546063,26.48521104407309,24.42720898985266,24.596022783167673,17.27330887136441,17.282136917787284,1.364263879407663,1.7262857750156488,0.733104506151919,0.4422524152280663,1.2953679594891372,2.2041761203068724,0.035686478826031584,1.5329139889404877,2.6123347600765583,4.84
40,16.446816211205547,18.96179244415847,19.41179416384088,22.684587743674513,24.426791842507185,26.679648328726717,23.098662432028377,21.56805995015128,16.393078745155503,0.8671779436509182,1.8178870579734876,2.3643293740852487,2.202507050440173,2.2107658888154624,0.7306815588322804,1.0850872564679228,0.6551145724984615,2.069248489577126,6.91
41,16.379048223127135,18.59646047859685,21.868664140921005,21.972805212061452,25.113529630350328,23.11439225431922,22.11210886884349,17.758379207822536,16.8741924204825,1.9262756373881083,2.194978440378317,2.32705588828205,1.8416743075836763,2.0325410671224735,3.3063941146872757,1.784701330180728,1.3609471531901545,1.468742974278815,8.24
42,20.260323811512983,18.354341163891196,20.47844375355367,24.57630917875558,18.40501170062527,21.02267205394947,21.74449596895063,18.895433874217773,13.172277100528989,1.6737062385120136,0.8231103150014087,1.2974046671156079,2.373186427976866,3.5467095435836193,2.72237244974521,1.0550294147838157,0.5837318602715829,3.5493963897762675,5.52
43,20.19205188291065,20.144662786176863,21.823128622250543,20.282460701878566,23.342351277140647,24.710282581687782,21.651692091219203,20.812788704997722,17.985068440607744,1.3144374468008975,1.174363396981329,1.680549109479036,1.9009103094545126,0.9208087262976227,1.4340184865124903,4.332931142276674,0.5273889987859768,1.1147644212238836,7.24
44,19.975704006755485,20.695424548814678,19.849590501219353,26.678954378949264,23.164851545609526,21.80909889377999,22.705299090757478,16.457808165144023,13.519386214369826,0.14535452778214059,2.0810068086423197,1.961015407129409,1.188960988678949,2.3939092942449562,1.375130373080727,1.4375136240727837,2.381351980477524,2.290969151135494,7.25
45,19.458849724650893,20.506223288205312,19.29116206547993,25.599831543328257,24.35510640010309,27.62455018050209,24.477440464058667,21.886313410790628,13.680564957782922,1.6578950405060229,1.869477405938131,1.9222477883344282,2.09859366447478,2.0440507452973575,0.283776321831369,0.6245140930573121,1.426262520108007,4.4684629841967505,10.83
46,17.298334478893146,18.31416956120054,20.908862587670182,22.80134073097316,28.81494496413821,25.458036402898,24.247245933090838,18.575891874972612,14.341853882133622,1.9591344782840951,0.21632748477404568,2.8909564698355976,2.46321661492452,0.4028707337247406,0.6441212957361785,0.44861114166462474,1.1108046742226594,3.321473533926678,5.8
47,17.37470285952861,17.87301079207534,25.020513244559897,24.163358317477467,21.132238096809658,22.11607549078309,21.390821202716516,19.79741410892536,15.814812750482846,2.1174164819916736,1.9277326220762596,0.1077507549621021,2.0306606364661732,2.3617133147309457,3.815459559324507,0.43130911383521264,1.8543112641673491,1.1598778016505762,7.15
48,17.11377345502533,20.396768442065287,22.826959178599445,24.907201128986223,23.388544637691002,23.69962719099273,17.618124653161953,20.131576260434635,17.257816511608087,1.0292974768625738,0.549732788793475,2.9556878156069697,0.692633971971816,2.279181616328696,2.734047385179834,3.2775026064259785,0.8423859625966179,1.9451257204121062,9.9
49,19.224456352127206,20.96903958864987,23.303698926005794,21.201074357938584,23.38697900657961,21.50412917641676,20.572134881425363,18.15373057105402,17.525474157207555,1.1351115285004465,1.760602528504613,1.5287727060537517,0.47401354666898365,1.2012185040795893,3.3551652245476022,1.115871149167553,0.0865868115308391,1.6003180919411,6.46
50,18.963628176416545,24.42635594949578,21.204003936555242,22.12204764477202,23.17380941889582,21.704290402566595,21.909412374868033,19.78001613281103,14.763490522133425,1.6475585600393305,0.5645072295458716,1.0730741558005705,1.0116994073997183,1.3908334814120535,3.4424419028709137,0.9221206327205479,1.6567211601321348,1.278922093226894,7.88
51,20.203364091031943,20.235155861696146,24.776235926814934,24.58230033122854,25.892532522278383,23.282216076877276,20.071753929381366,17.475708250308113,16.36757583670406,1.1703323821528198,1.1822560104511408,1.356720852222074,3.030124665307528,1.9441190340312775,2.0073962728047623,1.171401072530624,0.8040453512285003,2.7117454023883076,10.69
52,17.875005751332722,19.836492667541027,22.999868643296463,23.90527399625611,22.740825183916762,26.20774483055759,22.609161717644128,17.871167141805774,17.089438726443294,1.034614251209253,2.0264316676329956,2.1873918250406654,0.8824006114808919,0.6331006763437772,1.0848785776307797,4.507155828520847,1.4305177479446065,2.5413372066442386,4.75
53,20.483083584103525,18.80031952562279,23.296337636981157,22.901330944310697,29.999622741749693,24.829216868755605,25.534162084529207,21.257532044654276,12.778096304649102,0.2092907513886188,1.4599044905613916,2.1925728839569727,2.1754002695434456,0.6999699264074345,1.9633971948672042,0.2901948897399459,1.2466529016194192,0.34120236429778483,8.46
54,17.760504141526976,22.84206411647991,21.77275397908663,21.90867682257629,19.867342619592318,23.988004804716574,25.655210686981967,20.600063193479055,13.691545306523997,2.3375850557314335,0.878147512649656,2.252490958339597,2.839553986530205,6.822965196394328,1.9458979450639986,0.05418877558160458,4.276913675559613,0.11376297668171592,12.87
55,17.674678848784612,18.323144845965718,20.37741119922011,23.03110575966076,22.946523606767816,27.634751623219064,21.676073443850765,21.79977884266166,15.400365839193377,1.3565194416722097,3.8430746329416565,3.2152512953133394,3.483391555008107,5.217664842018143,0.038772018437235115,0.6402214993939851,0.7024857301770345,1.740141569418353,9.17
56,16.800235584105174,16.877957729531545,19.90217946417699,23.575878228380773,22.63822749906952,22.946933613293005,21.165862466475264,22.821203566217452,15.610850148902129,1.296749071015113,2.7608274786537423,1.949517728018625,6.561554913550522,3.3704852406740735,4.102028254839757,1.7765313951475832,0.8174413810754079,2.940267591608471,8.14
57,19.854337097628655,21.26042622893045,20.161658162526592,22.95849981932539,27.336223572672896,25.14415820312843,21.2134170721802,20.403617924117732,15.704205831497484,1.1073829456610462,0.5314874535566185,0.5011568093473497,2.048896236142902,1.1922931473687974,1.6750386929454888,0.3589123572087708,2.1462386749173947,1.2443161136785172,7.44
58,16.24271155582507,21.72143341845466,26.12949886480782,24.49894758358278,20.77123634948232,24.682437029331787,22.78600103341908,20.667003612352822,17.14865848783683,3.0420100902179166,3.3797025683204316,1.8650721491605602,0.7297162344340367,0.5373314699329333,0.7839792571886824,0.8523353604307425,2.728775170608349,0.7074409504328867,3.62
59,19.127667070674512,20.81016646862945,21.007276905456134,22.923633776205566,23.501961943861044,24.292144478572606,22.918819602187433,21.406363286647313,12.77814937605415,1.7607739278418955,0.30792215503520126,3.319970910416702,1.6873485458979414,3.7405641304350374,1.9199948883987108,0.3596069783679979,1.4285634367734077,3.778060952341735,10.95
60,13.916564675644603,17.745688818908985,23.25046398809561,25.013458399178,22.43602955325687,26.070259805725282,19.910051824286263,19.66852369560978,13.022693484417987,1.7992126586305468,2.309556292965595,1.7278033430004416,1.2337718669803661,4.213711793366655,1.30684656815283,2.4064608247195673,0.8920751304823378,0.701815608514259,5.91
61,15.821116792636925,22.265277213741673,24.209399070581455,22.468744949305595,23.032689259440417,23.423059585644374,23.971355253295982,20.38564058757924,15.394999285304413,2.1652623318756574,3.715244949077765,3.4539221838283525,2.018544818389871,2.1910443597419733,0.5038705731983907,1.019390631472627,0.9213581856898034,0.4381681454260066,7.47
62,17.487023765293632,17.98437315237013,20.49552236496788,23.70783916180591,25.51614812792429,25.302395002121255,22.484315581328254,18.961901820537232,12.794920414139424,3.1376719121749947,1.9712465530680752,2.166713919732934,0.8647469737220451,2.4953563319955214,1.0616756268145426,0.9212460507029643,0.7380146375826981,1.9335474305522127,6.05
63,13.827891510365783,18.969918512954884,19.406237154891166,22.208267704989474,22.55066754252596,22.51885825055397,21.422228260040207,19.802850238543424,14.204015020929676,2.0913200791469064,0.9187807932273252,2.504119937733693,1.239247417622749,1.960259446561201,2.4584479443083382,1.2776162993185187,3.0727878798515222,0.8761672224070871,4.97
64,17.63237535359922,17.64816421775588,22.042263113922953,23.104652201342446,23.881586301387884,26.063603661811243,22.91571354801058,19.875269517020904,14.031780436364356,2.102030019353978,2.150142437819186,2.165943051614968,3.453003545462251,2.1297351047621675,2.0876322983877964,0.7080139803445714,1.600277478680701,1.3519952961095132,9.83
65,19.618458825846623,22.727051344711136,19.86886578200413,23.469716049458842,24.628241939922397,24.305486837474223,24.554869896240042,23.455924959726236,16.34179321259891,1.518082096119227,0.5461388585999858,4.171273682770002,0.29532673481699995,2.5711177516201102,3.29824318820505,1.764247427821238,0.8689404006318702,0.5792701658661991,11.2
66,19.777837395523274,21.259801770239772,19.37782549308752,21.05281359174997,24.816518784158877,25.047653919741798,22.113941516327543,18.92669758563816,16.562046357200988,2.570065274168038,1.1485786894464454,2.0433143215051337,2.252591486148621,1.255514341671579,1.821482587319585,1.9949255811061988,1.146447047934478,2.15422325088124,8.7
67,14.885270963798614,21.383918411607805,19.878951519817303,23.95889879384286,23.074534737710618,24.25817202802211,20.464555004244545,19.084689269499854,15.610920331757766,0.5497207530604922,0.9348665999627466,3.2207711654049844,0.34442005690407596,1.8411885942947883,2.7749033431455508,2.3870644358963253,2.1823381632834282,2.329578023495435,6.87
68,17.121152648856725,23.496488662479827,19.898893405850806,23.727116601571577,22.061888873867122,23.719165903799144,23.40636281540188,20.554058550404832,18.687854931736275,1.6246129229459043,0.43813751273152446,4.1476549903426445,2.2305169363767474,3.5303043719630383,2.1104618493695964,0.5824671836715337,0.16598392381298932,1.5738709127381425,11.05
69,15.71737669800884,20.797374710983338,20.170868449562462,24.807423131110763,21.725919743022406,27.06106243680087,24.713310285555842,22.704602340276494,16.32936001319767,0.9440308876793007,0.9359536273259955,0.6992538646772614,0.7351935830829499,0.8224714677226942,3.2886855716179406,0.7732923595269043,4.583605558971969,2.4741707241635043,8.03
70,18.20446036939007,17.29919471872619,26.19639451653933,20.72276876971978,22.263980592976544,23.756522368550854,22.52695100735906,22.138174551068253,16.56514357564303,2.1440147138074304,1.1460304266684598,2.540988385520357,1.5829933807813859,3.1493433625436054,3.9886506335978664,1.39941752179719,0.060208566387634166,1.6467391447554072,9.46
71,18.597670550641148,20.488038323874708,25.989192068789002,24.019557935279327,25.889646239155194,29.92159986077572,21.93060055859886,21.725952814106396,13.963079472460715,0.32380714166335195,0.16548062463767163,1.4715812904022876,0.07099390396307063,1.7213506541240953,0.4994169979176796,1.5286857700149719,3.5310097746913542,1.7077681388747303,6.22
72,15.520840912820802,18.6927206423822,22.243796763058384,23.435658201408575,24.76894504178445,28.242073242074305,24.81571933206362,19.098238571280522,14.522858586336442,2.407038930848418,1.572884474887187,1.7729906897928962,0.20383192603620043,1.7854328692552688,1.026318752907811,1.2370605078228256,2.2890615995707373,2.479316261668363,5.96
73,15.288195547984941,22.011479181757466,22.641058973560398,21.658382795568773,26.14786087693809,24.581080733767354,22.483211562327448,18.229344628993562,18.410683123471987,1.988351336636041,1.183105366034048,1.196914022739539,2.6327199782790855,0.5219598071363123,2.2960787241147034,2.145855614003625,1.351900805631465,1.0496622369045667,5.37
74,18.232812115263872,20.13065668380832,22.75110132119995,21.48246387880245,24.207134242186335,22.571580621523406,17.4235378195674,21.242673776720153,14.847091951405195,2.0289072759023514,1.5820112021920727,3.7632164664015555,0.6147898020493543,0.864176178909605,2.7454242347004327,3.776840193811686,0.09703299324326524,1.9630821940912986,6.43
75,19.14273298826357,21.61093414702142,23.00185409724457,23.431235558874103,25.71958035681603,19.67962983277768,20.94607016239653,21.429129629248497,14.825939824687785,1.777645745821704,2.119186156987762,0.2258710436412144,3.2638593143992525,2.5865141825850757,0.5578479962551632,0.6919978291721846,1.2165494064503526,0.6363429689558959,4.99
76,15.597772737846473,18.799694185889933,20.56720212168514,22.367864142233834,21.44496070758951,25.568287545954973,21.435327270562265,20.698362331536607,14.93982740653819,3.048780884028738,1.9730334171547248,1.2677638969983998,1.0504406363093373,3.533618399073961,4.279628308446897,2.432659990335167,0.14710484112287167,0.9755468117515824,7.6
77,18.614491568773218,26.672535586039867,20.30282602803998,23.80236209990192,23.824114621705824,28.311862463517446,21.23478217021257,18.93094788394231,13.835348986781684,2.4971670120400145,0.7713582596511254,2.2505038392606513,3.816542211726639,4.518522404898233,0.528151969988083,0.8867710879209156,1.6339980596983281,2.7283647148254446,11.34
78,19.841110702483114,18.450663542777065,24.362928651410417,20.880859016460814,24.66697777477911,26.228926947571193,22.137987614791964,18.193821285413367,15.847762409144195,0.8990932499533082,2.29734995299753,4.723646013641056,0.6938083758011984,0.9188237948864589,0.4620143505423764,0.8989032290193354,3.065461641881444,1.3078006912547175,4.16
79,21.690293435702436,22.045275158333062,23.907264435932174,24.804535016453052,20.56496337676823,23.143960451489782,21.018374811930396,21.30079076894145,15.79413197445897,0.8168288087814123,1.9948438351380826,1.124010448922638,0.8289806434628956,1.7190508789510388,1.9815771695081694,0.985237865862941,1.1983248350965483,0.784571025970832,6.8
80,17.936043589372865,16.680328014706145,20.99751457354875,21.98173061203441,26.247773115298514,25.798534051985634,21.569784157505186,19.318182082541558,16.65596954071835,0.9089597987526705,0.8538575503469158,3.164324915210987,2.6614429075251955,2.1500674856000694,1.8746017134066548,2.208414632508231,0.4915992957995214,1.1179241409610008,10.1
81,17.01690071621392,24.663418130613074,22.760840151399737,21.329307333078297,25.66636967992966,24.44221386247107,22.32339627499792,19.32179689258785,15.70944191729952,3.170337509948387,0.0005059912460893104,2.3650256604405016,2.22754948128073,0.5693422514385035,2.9721838825220472,2.019816137606659,1.513834053372977,2.7598301842587856,10.71
82,16.917754914603872,20.48572735539333,22.37068545609619,21.32831546428896,27.791848721506227,20.734111987091506,18.103348866383477,18.602764629142676,14.704268498241577,2.326581992667208,0.25985203725436434,3.235709996578854,1.0901496531063428,0.0,4.133635489477509,0.6128639438495707,4.143137360481762,2.4987245192253877,5.9
83,16.460545969483444,17.249712035138106,19.643898439512277,23.90349309190278,25.575497437648245,20.783728593315892,18.75956658258729,19.517515967311432,13.236322746059288,2.511332787851867,2.187611355915089,2.39771968268016,1.596532836600657,1.2120499126752322,1.3921969898786197,3.5515170025859755,1.6863035651647222,1.0445117697741757,4.64
84,15.498537096376534,20.808213901505702,22.189824425064792,23.944204361130385,25.273281780650954,21.565923957190407,24.073400305283776,19.937792990850628,17.019113227155106,1.5098962078840665,2.0513502236552923,1.3441890738659725,1.1062584926899555,0.9067284150561685,0.5714674637807617,0.8664528337800699,2.897714330217324,2.9300028564240983,4.59
85,19.829954443654124,20.63589302840935,22.56412963635963,21.247159503971012,22.037860336232093,20.7740812437574,21.73094212180896,21.48521170916708,15.727081670773664,1.6901123279805177,0.21285129278316156,0.17621454529764083,1.6742665951769369,2.166812101456722,0.38137497251707747,0.10611330769039226,0.9398589228941965,1.9893111725822588,4.13
86,17.153640725273075,19.63341025753255,19.24935455621197,25.36709823389004,25.12619070859855,25.630995751391993,22.674647891739028,16.739413862666755,12.497113272246166,1.2839805124481452,0.5171017020501447,1.731444837911828,1.9795072927771564,2.8467056634549666,1.4461962856919368,3.1934017571238793,2.2011499393485194,1.8188204828009338,9.38
87,14.971373983268666,20.843645150922583,20.50721399999275,24.125376802506963,25.856299234139374,23.430167939684058,21.950855668056104,22.06420755091998,15.265874371711478,1.7604727652319831,1.7689536308171256,3.0886621194403143,2.741737878948882,0.42111236453139655,1.7207664357346837,1.1445135846470562,0.6515883280828197,1.1392084744411544,7.93
